,197RDB0069,197RDB0219,197RDB0263,197RDB0162,197RDB0006,197RDB0192,197RDB0268,197RDB0195,197RDBCJ0047,197RDB0067,197RDB0012,197RDB0221,197RDB0269,197RDB0157,197RDBCJ0052,197RDB0190,197RDB0003,197RDB0291,197RDB0293,197RDB0160,197RDB0212,197RDB0005,197RDB0107,197RDB0004,197RDBCJ0056,197RDB0253,197RDBCJ0057,197RDB0281,197RDB0207,197RDB0010,197RDBCJ0065,197RDBCJ0053,197RDB0289,197RDB0077,197RDB0009,197RDB0011,197RDBCJ0061,197RDB0163,197RDB0208,197RDB0249,197RDBCJ0058,197RDB0247,197RDB0158,197RDB0194,197RDB0318,197RDB0184,197RDB0280,197RDB0170,197RDB0432,197RDB0264,197RDB0211,197RDB0073,197RDB0002,197RDB0333,197RDB0070,197RDB0169,197RDB0419,197RDB0299,197RDB0271,197RDB0183,197RDB0363,197RDB0414,197RDB0081,197RDB0365,197RDB0336,197RDB0254,197RDB0119,197RDB0242
STAP2,9.194724921,9.050180338,8.310969052,9.377517511,8.899846941,8.891505127,8.945487736,8.78510431,8.948948152,9.512867751,8.865075825,8.197251742,9.471274745,9.372351173,8.485813218,8.955320717,8.513486223,8.91179593,9.645578623,8.796439573,9.31726634,10.01547282,8.969894355,8.778362329,9.249719652,8.626139278,9.785774982,9.460640109,8.407635356,9.997084523,8.350185909,8.952117914,9.99768435,9.8279905,9.713604711,8.562033817,8.905437219,8.662754383,9.73213787,8.728994347,8.576902823,8.793640779,8.388102313,7.133609328,8.114561802,8.922391844,8.905298148,8.274972162,8.721113571,8.49559641,10.02498056,8.940933698,8.814940522,9.143618566,8.034215666,8.894449526,8.466192669,7.789317942,8.813963279,9.439704322,8.466761445,8.310855109,8.995858192,8.512117636,9.757845279,9.675852157,9.695263336,9.237098374
STAT5A,7.626740755,7.79635374,8.095312059,7.616310902,8.162655939,8.186017047,7.859038298,8.098518526,7.976274636,7.914123893,8.554040843,7.36710217,7.603131967,8.145821726,7.523379118,8.032426967,7.906866097,7.823060136,7.827530127,7.986628008,8.038018548,7.861720316,7.715316283,7.679192584,8.077119784,8.254954553,8.531555523,7.735823102,7.90750046,8.04218995,8.747304455,8.058745086,7.670187238,7.897723279,7.752751476,7.905164684,8.068548466,7.912818285,7.715038579,7.933459349,8.051323739,7.795338655,7.976639192,8.107352881,7.883046794,7.822875791,7.620603605,8.061008294,7.722664156,8.165561021,8.40934922,8.166254905,7.818789372,7.767526633,7.750511948,7.976209228,8.510257354,7.894836022,8.760702263,7.651757926,8.268066739,8.032023766,7.862479231,7.457119524,7.676788015,7.695384446,7.7277564,7.79366938
TAF7,11.03437239,10.55497018,10.1363227,10.63169298,10.58217508,10.58599249,10.22882834,10.24590249,10.30048256,10.52996444,10.41379033,10.3917758,10.68352338,9.853441511,11.19218134,10.44208559,10.16934807,10.20673991,10.68585995,10.13785333,10.19667218,10.3491356,10.54999428,10.72315134,10.33578148,10.65887633,10.51939666,10.58233526,10.17926984,10.77470149,10.31721572,10.4310569,9.699345743,10.43786014,10.59284927,10.59342761,10.13621991,9.913600847,10.20759274,10.40904952,10.41379033,10.33954809,10.46949745,10.25975233,10.44658489,10.52100814,10.50500332,10.1653715,10.03212268,9.523491479,10.92959625,10.20578472,10.0820113,10.85445381,10.03539456,10.15857116,10.44914531,10.55732845,10.268013,10.83482472,10.5701909,10.45067742,10.22094416,10.38326005,10.51601126,10.12698449,10.2914079,10.21605347
TFF3,12.11252816,12.33489813,13.45621234,10.93344497,13.63191669,10.85040467,11.14460918,12.62445371,12.82108947,13.14260728,12.83954006,12.36480427,12.12246508,12.6919992,11.91332833,13.32016072,12.07074165,12.31566817,12.10273482,12.24719994,12.50643893,13.55031581,12.06608299,12.82108947,11.87735384,11.76179608,12.19800464,13.40803746,12.16118495,13.09574918,12.13762303,11.53643854,10.79645704,11.25450155,13.49008306,10.38146661,11.21599257,11.47329856,11.22162958,12.20632209,13.04758341,11.17354101,12.94471896,9.144772427,10.55991246,11.86567303,13.44631692,12.6886228,12.59521983,12.70872689,13.57918473,10.20632761,12.67580396,12.28744018,12.44707018,11.53016826,11.53166575,10.41126554,11.89992822,11.69158779,12.60038941,11.03914875,10.53065492,11.4925957,13.01400067,13.3061035,11.44294719,12.61531549
THBS3,7.387405207,7.43575556,7.258866971,6.801694046,6.649016847,6.986482654,7.28364602,7.246200594,6.946905774,7.334160511,7.151990215,6.653451698,7.090005116,7.004586581,7.584569868,6.860098795,7.69685637,6.834740826,6.769499084,7.159675507,7.382436714,6.799962989,6.74310656,7.170009059,6.958663564,7.33169839,7.049991797,7.244627698,7.759897156,6.750793639,7.271511604,6.955063352,7.151172986,7.028747342,7.251919162,7.034150801,7.391244662,7.35975185,6.679548982,7.458192347,6.656763951,7.724446353,7.57144038,8.188294445,7.08478062,6.917178934,7.523778341,7.394012037,7.174445857,7.07619786,7.339674936,6.808920576,7.309096543,7.784758108,7.400637382,6.84756969,7.03580452,7.407771432,6.71151375,7.030086713,7.469265433,7.083193882,7.406578663,6.9852714,6.978740883,7.782676627,7.438370279,7.343466426
TIMP1,12.13628785,10.64278003,11.96072976,11.26496033,11.31044477,11.84958315,12.2258269,10.6654443,11.21270192,11.75777929,12.50939088,12.5832223,12.29015839,12.15161513,13.00629994,12.00374404,12.77897125,12.03844623,11.79471947,12.19996368,11.89288851,11.30610845,11.23384205,13.13802143,12.16808233,12.56610088,11.75323431,11.06547811,12.24977337,11.0496699,13.27889826,11.63146823,9.895809516,10.80211699,11.20472973,11.60046931,11.70979139,12.11325493,10.58681107,12.25028399,11.91535106,12.68684798,12.77390233,13.33352335,12.46492998,11.03919196,12.54002314,12.43210515,11.36743361,12.23573003,12.31842803,11.79666401,12.9260171,12.10635694,12.57483454,11.31931601,11.70486574,11.71279402,10.63524016,11.50304941,13.09307434,12.71143696,12.07336697,12.28478624,10.34353801,10.85421099,10.21461542,10.58195863
TMEM14A,10.41960761,10.36772742,9.674706256,10.49819338,9.388451221,10.36159735,10.59648774,9.603722052,9.456848957,10.54887238,9.482210965,10.4931642,9.90035135,9.85003678,10.81016841,10.25848877,9.922709638,9.612872396,10.39224493,9.082091431,9.85374658,10.27849976,10.49368701,10.24802556,10.13900484,10.23720316,9.889074996,10.13761811,10.30188444,10.2676375,10.11122641,9.813941607,9.645967676,9.959152914,10.03019687,9.920035965,9.742869965,10.86710091,9.818147637,10.13210689,10.03862831,10.13121109,9.61951438,10.57574805,10.37935736,10.24329918,9.644586016,10.29459961,9.850218359,10.08241758,10.22284229,10.38386083,10.57636803,10.43986838,10.48142694,10.01742284,10.65748561,10.32886715,10.75967396,9.836532926,10.70166541,10.3739473,9.721873847,10.44328154,9.865166611,9.575500328,9.367763904,9.656229293
TNFRSF1A,9.464753071,9.177150292,9.181375141,9.343269812,9.239631105,9.184449548,8.884410893,9.107161182,9.150090006,9.192274036,9.515769363,8.613392358,9.363607929,8.85746309,8.773501237,9.300979599,9.223579958,9.060680761,8.783659709,9.105878722,9.43605277,10.47729267,8.895945609,9.177361964,8.959523413,8.803975608,9.260361896,8.578190635,9.206940989,8.911951528,9.545274802,8.991936413,9.683843884,8.784203403,9.354137696,9.006040178,9.336803389,9.310500239,8.901609458,8.746642363,9.331377441,9.148460279,9.488145468,9.424510224,8.721088267,9.139113023,9.464319565,9.3730328,9.147277705,9.286979762,9.491159577,9.07726974,9.177361964,8.901115487,9.252994359,9.054090285,8.548652081,9.474707703,9.317378516,9.252182128,9.427087593,8.987277789,9.716590235,8.959884672,9.528813046,9.352812434,9.613041094,9.740336504
TTC13,8.752000158,8.37833844,8.882463621,8.868164031,7.833456896,8.553382411,7.494618286,8.520302214,8.23100327,8.261468088,8.271308142,8.154368896,7.622762113,8.053684247,7.950283621,8.395850399,8.054646893,8.135294582,7.962467521,8.509271898,8.077395945,8.216329635,7.421205937,8.05957175,8.287265361,8.252574491,8.518355677,8.340904189,8.593193203,8.307803973,8.479849405,7.854869739,8.495416521,8.27241482,8.504032463,8.608680406,8.123985817,8.284367743,8.185235025,8.2950261,8.057212484,8.491767526,8.109704985,8.372833019,8.073566265,8.1823166,8.174571172,8.501743267,8.450465134,9.028631486,8.785231711,8.042802086,7.941799642,8.752168152,8.712298101,7.920975735,8.327990392,9.016140348,8.120710364,8.454516501,7.783340579,7.859627352,7.734309499,7.756801837,8.175946088,8.66472362,8.938471719,8.321747768
TWIST1,7.589930107,6.537696721,6.580670323,7.121178519,7.030149465,6.664868543,7.429453311,4.434567821,5.846718339,6.378595115,7.205194495,6.398749374,5.969556592,6.643570154,5.717631492,7.381562149,7.273979459,6.828753879,6.290228111,6.008178556,6.358433785,6.227632361,5.074033335,7.355159853,5.727351154,7.836172219,5.606840269,3.837750457,8.225373687,5.444070907,6.793248432,6.490863981,5.74573618,5.483383739,5.348881411,6.298172754,5.412400728,7.035719848,4.56965557,7.970958113,5.904393109,7.886926244,7.73836268,8.008978372,8.044775526,6.13508986,6.727122128,7.927061588,5.986502351,6.541597835,7.007536405,6.195420056,6.491530981,5.643206707,6.484257558,6.146437802,6.95538968,7.748165536,4.63910352,6.427398942,8.523784186,7.573468302,7.312819361,6.5588344,5.147476215,6.042496397,4.916695821,5.505425174
UQCRC1,10.54979695,10.20050004,11.21474232,10.69181774,10.98306792,9.694626225,10.09459174,11.42026723,10.64283727,11.06178957,11.35321518,10.36807235,10.66716309,10.49442973,10.62065857,10.60823317,10.60575337,10.59315115,10.49148001,11.32543535,11.35393111,10.92910147,10.36571737,10.77460531,10.64283727,10.34414339,11.11661353,10.65443759,9.963429369,11.12264957,9.797812036,10.88550341,11.42492857,10.07071515,11.12901354,11.29980129,10.12227511,10.32596033,10.85778352,10.21006338,10.91562241,9.664333864,10.60562481,9.994090362,10.63668713,10.57189016,10.68353627,11.17148787,10.39460213,11.13941531,10.15312941,10.7566173,10.60285438,10.12816858,10.05310447,10.83776733,10.78168003,10.83786485,10.98764539,10.42748493,9.738906082,10.36713357,10.1568173,10.1115108,11.13510154,10.90691717,10.67957515,10.8836154
WIF1,8.696199959,6.691855878,3.551075474,5.523342137,4.200268156,5.792979167,7.710498253,4.19678824,4.113609727,3.806675631,4.621598319,3.085320465,8.94836063,3.567201126,4.335468726,4.009812824,4.269824288,4.074773303,9.192509819,3.537043956,5.887742092,5.530357752,4.702119606,4.254366916,10.96366972,4.143995867,4.258814306,3.968860374,6.404882213,4.240179119,4.482886722,4.367193399,3.891565547,6.357587667,4.110307004,3.959885608,8.408455613,4.078936233,4.485198981,5.22722279,4.153764545,6.724696623,6.357816003,3.803494185,4.273714168,3.827923048,4.036881732,4.06271633,4.899838242,3.67502586,4.123515644,7.396114738,4.219338675,6.191926798,3.6081577,5.723030591,3.968819564,4.526553405,4.104887756,5.537937309,4.352648049,5.231337915,4.328750875,5.818593259,4.79976491,3.901803311,5.154092764,4.183522487
YIPF3,8.877834874,8.636254496,8.622035117,8.181666758,8.214792834,7.948544783,8.638059429,7.946468718,8.260537071,8.720194327,8.566556256,8.34069221,8.560064009,8.119358366,8.727684637,8.220494644,8.361134967,8.456343445,8.167533493,8.018854991,7.902842958,8.487829805,7.9055893,7.991846451,8.185049922,7.890058776,8.517669073,8.136719977,8.204489236,8.345138065,8.057762031,8.360621584,8.456682903,7.907131662,8.708257819,8.311299868,8.087054946,9.798150328,8.077968238,7.944791149,8.079427668,8.296763496,8.076285851,8.072707455,7.962224445,8.064242319,8.44914642,8.166594635,7.546262743,8.213504101,8.699886938,7.926330299,8.13195769,8.40520869,8.427246306,7.990836045,8.275957603,7.866189334,7.796437407,8.150885498,8.313934536,8.373656001,7.59899654,8.033859354,8.720528077,8.409861486,8.073437844,7.760675394
ABCC9,4.799218796,4.405358102,4.800219418,4.860519578,4.799087239,4.229698019,4.542894367,4.43789139,4.390387399,4.710511801,4.420549454,4.802472962,4.766514888,4.651014355,4.750871684,4.445726215,4.884287752,4.463791725,4.698832677,4.41035127,4.709537785,4.762368069,4.524728052,4.520780795,4.452684545,4.52910797,4.712217143,4.049781771,4.57089972,4.451947668,4.422467901,4.501377851,4.791724787,4.429696849,4.536528104,4.745241235,4.579044585,4.767250343,4.356391824,4.514521834,4.721651099,4.512967386,4.698689312,4.721739025,4.655856691,4.199756987,4.790865761,4.431533867,4.445760647,4.876616166,4.868013565,4.603869686,4.682365048,4.430112419,4.86500746,4.958694859,4.481282717,4.336681384,4.736305093,4.926382986,4.844301756,4.532553188,4.919843343,4.674239691,4.70155297,4.2154938,4.39397984,4.014828993
ACTB,13.69593846,13.71313847,13.70989429,13.90887856,13.73712716,13.79023304,13.56890985,13.75271053,13.79987403,13.90222651,13.66575581,13.74984092,14.12685515,13.79023304,13.85426831,13.87486328,13.88041645,13.86345203,13.77726938,13.94811718,13.91652412,14.22536365,13.648142,14.06035016,13.70823913,14.02448701,13.84447144,13.43961363,13.75863928,13.51637882,13.89356429,13.83462773,13.71716876,13.84844759,13.66575581,14.08579529,13.89356429,14.10282336,14.00392999,14.05483167,13.82311532,14.02933352,14.05320701,14.16081601,13.7526956,13.69724791,13.98344676,14.10282336,13.67339445,13.98129641,14.03732495,13.89268824,13.83462773,13.69640323,13.89600801,13.71420459,13.54743535,13.86788463,13.68699459,13.79769474,13.94753793,13.82072416,13.88041645,13.71917937,13.84428398,13.85872786,13.90598078,13.93491179
ADAMTS12,5.607910432,5.467422753,5.678189756,5.55889496,5.5225384,5.174367923,5.615506665,5.486784006,5.516486988,5.532967362,5.517577398,5.694008642,5.403310074,5.334032524,5.419963876,5.667356959,5.524564303,5.698323165,5.244685853,5.355522507,5.42221561,5.531706037,5.401439198,5.655533643,5.434279616,5.386377453,5.72421695,5.227433182,5.390859124,5.444997812,5.789165957,5.663157732,5.776860882,5.540696588,5.609101056,5.358475258,5.467446915,5.525147943,5.354357011,5.256631511,5.580013144,5.565335237,5.247083149,5.715937977,5.341286164,5.705020005,5.417001359,5.663281962,5.186942108,5.728848562,5.493839658,5.327165051,5.633924629,5.530906914,5.837309308,5.614285683,5.72349568,5.220005347,5.469140902,5.308898337,5.767981476,5.8476109,5.348959433,5.374763525,5.497525876,5.377968889,5.245921968,5.427942615
AGXT,5.011809525,5.102917165,5.031948729,5.201280176,5.885487841,5.253546379,5.025525097,5.217180916,5.247047164,5.211496557,5.284139919,5.555087626,5.250563704,5.290777879,4.882409833,5.13041883,5.183149571,5.648449125,5.541920919,5.34915945,5.105889284,5.343763195,6.31229242,5.346581358,5.246739992,5.21229269,5.336140881,5.265760305,5.298127671,4.981382892,5.216002138,5.128300671,5.524705,5.517532515,5.285457353,4.790329335,5.275467834,5.155320903,5.240535327,5.053986575,5.260102081,5.33104074,5.252485873,5.283016641,5.306858065,5.253478304,5.306509016,5.00097189,5.295197221,5.829257078,5.212297507,5.657589739,5.141538427,5.334184389,5.388241489,5.163149396,5.644601116,5.343689248,5.125116673,5.193520396,5.43750145,5.246485151,5.414600827,5.284206601,5.351367644,5.621526524,5.468661663,4.989092982
AHI1,5.671727754,5.863164816,5.711290414,5.818919405,5.291433982,5.883434942,5.39399777,5.842022188,5.712372539,5.753417579,5.60579244,5.770424582,5.473633871,5.646431514,5.84895153,5.775157499,5.398336986,5.734247427,5.724058375,6.044945633,5.720679245,5.430310902,6.160336207,5.757666041,6.063654585,6.110582645,5.71753367,6.340715913,5.716989237,5.866905998,5.564988611,5.782519294,5.375238494,5.866223726,5.488588496,5.486251251,6.160085259,5.485671048,6.38038224,5.768359489,5.167132346,5.599454859,5.90271954,5.852371051,5.993498961,5.625632981,5.841571057,5.882581539,5.928524097,5.083675085,6.35599059,6.225899544,5.571754846,5.936551146,5.48394556,6.213934105,5.29622811,5.685695461,6.469275025,5.611371174,5.488813448,5.518484299,5.95300045,5.813372137,6.025452,6.303453055,5.678925111,6.021759941
AHNAK2,8.035844852,7.620496797,6.641303603,6.271292022,7.042931461,6.952331348,6.56738082,6.554630243,6.445968473,7.637090614,6.904272803,8.555733548,7.363792433,7.030270922,9.613175448,8.248296075,7.774448726,6.437634894,7.279733314,7.591146199,7.462214123,6.67384442,6.025552552,8.54685744,6.332758082,7.68307076,8.987241316,5.924468952,8.916209079,6.729200132,7.651904029,6.784899756,6.651602071,6.685053763,6.458378068,6.365616798,7.85489699,9.366461192,6.148224717,8.430811617,8.883733149,8.040261612,7.77886622,9.6497043,8.694624786,7.15719312,8.221457792,8.491681708,6.088802543,6.91025437,8.636588035,8.553543169,7.947841019,8.32884169,7.025676282,7.129173635,6.623549943,7.901389293,6.489705152,7.997182236,7.068486932,7.059668917,10.04630639,6.720989416,5.874695847,7.746225893,7.241773734,7.268665405
AK1,7.395731414,7.065129761,7.485214986,7.531775994,7.073069809,7.271634232,7.044236567,7.247944005,6.841612204,7.528437428,7.886433207,7.457475664,7.425234795,7.253189666,7.166105155,7.448364557,7.488688139,7.948043072,6.813611008,7.809829223,7.400987504,7.606102126,7.857126682,7.942573689,7.500583398,7.579182435,7.625841687,7.795954876,7.387529247,7.246885969,7.460234673,7.10562857,7.587279285,7.688105348,7.943214599,6.952681143,7.3244121,7.521142075,7.389348242,7.621725855,7.22188608,7.414051724,7.249603263,7.553289525,7.718959286,7.244128622,7.630967947,7.98960607,7.549617042,7.698054301,7.877779081,7.15348959,7.320592443,7.294825961,7.490903218,7.815267606,7.521444068,7.178749562,7.633914714,7.128932873,7.169695341,7.018681079,7.544546511,7.212691099,7.905373154,8.321629123,7.975684641,7.639934409
ANGPTL2,5.903375354,5.539170336,6.084214698,5.454180896,5.038952727,5.735026305,5.379303328,5.274546705,5.56621107,5.47209848,5.445087458,5.622454453,5.223877772,6.030346451,5.420361174,6.009607849,5.935476192,5.68052018,5.462172303,5.820877668,5.129560111,5.891779724,4.833333622,6.466713417,5.156455893,5.797210243,4.791965845,4.300243761,6.424576084,4.78105342,6.415721616,5.535804426,5.20963046,5.117955219,5.263113524,5.599143943,6.090840648,6.046606143,4.872093424,6.002158323,5.351272558,5.989052783,6.068990429,6.673053637,5.72047063,5.33221042,5.608725306,6.197009025,4.995936405,5.603186671,5.633315813,5.275735435,6.31251563,5.46840852,6.662403765,5.127234261,5.522431805,6.155929399,5.049181252,5.4780322,5.475290503,5.825754302,5.754063678,5.843229083,5.194663517,5.789690716,5.278754726,5.825588655
ANTXR1,5.24272221,5.321810554,5.390844077,5.301161508,5.39501477,5.026821029,5.591719428,4.994200524,5.2176943,5.203822904,5.344250331,4.649476069,5.583523334,5.26500408,5.477696887,5.32306484,5.748577765,5.18888682,4.994414308,5.53935611,5.16155554,5.492181812,5.165888394,5.624090076,5.06010435,5.65657903,5.366719736,5.023062249,5.76844295,5.170997357,5.589075872,5.57648888,5.025475285,5.181639206,5.419128296,5.262366554,5.261260753,5.57321914,5.148609691,5.407716774,5.202843255,5.664779988,5.50481289,6.104380711,5.303442466,5.266742261,5.313941364,5.637818404,5.397509493,5.271395142,5.294363635,5.20880921,5.399775186,5.373264019,5.329981501,5.135375246,5.376837259,5.926810776,4.961492233,5.235634613,6.019238853,5.169554351,4.993404419,5.423599004,5.100140928,5.299290511,4.868256153,5.131130139
AP2S1,10.46754449,9.392390876,10.14586761,10.16239521,10.53502464,10.7575121,9.854434147,9.641582613,10.2329969,10.42846693,10.45547902,9.927004703,10.51468106,10.11078903,9.969697223,10.39815021,10.21440026,9.727560953,10.37511596,10.02890621,9.949046059,10.11051523,9.814214821,10.05346786,10.13473676,10.39874795,10.32597471,9.438706355,9.935405908,10.47977567,10.27573255,10.42777308,9.312621991,10.01335188,10.33457954,10.40352978,9.940118936,10.05499971,10.6265629,10.18056976,10.79298546,10.20594415,10.64310841,10.61628845,9.970155026,9.357056403,10.30636591,10.22125068,9.655260573,10.26490693,9.976248494,9.399320457,10.27809185,9.895622798,10.42583503,10.19338398,10.54157166,10.59950062,10.27829297,10.4029796,9.98273253,10.75477247,9.88727243,10.17015082,9.869026357,9.941895497,9.758113286,9.552609066
APC,6.574646565,6.273019106,6.640822267,6.281054971,6.561676351,6.56466501,6.029345415,6.598177606,6.194441956,6.702495091,6.779864182,6.515144399,6.045710768,6.573968576,6.619069529,6.09719652,6.166493685,6.553168997,6.529473387,6.54129586,6.248892881,6.431098993,7.043444792,6.408446501,6.406761019,6.486062418,6.447847216,6.203683478,6.394417714,6.617676361,6.652342193,6.036729897,6.426288066,6.535244263,6.513330835,6.567322691,6.219716809,6.424486134,6.540157703,6.501293026,6.485667742,6.094188135,6.56529356,6.672540208,6.191207175,6.322062421,6.533795621,6.250174001,6.121283848,6.600178154,6.257865967,6.314109594,6.319854466,6.326123022,6.365978165,6.518942995,6.447983848,6.265876238,6.963169746,6.522265056,6.324762009,6.239015333,6.828497983,6.407249304,6.900896648,6.395269293,6.618333702,6.530395648
